"demanda_id","client_id","id_legado","titulo","natureza","data_abertura","status_interno","vinculada","vinculo","quadro","area_cxhub","status_cxhub","prioridade","tipo","criador","responsavel","motivo_bloqueio","rfi_id","destino_area","arquivo"
"D-2025-017","lenny-niemeyer","UMD-544","Criar aprovações: rapport, cor, piloto, piloto modelagem, piloto localização, piloto mo…","casa-cliente","29/09/2025","Concluída","Sim","CX Hub — ID: UMD-544","Operação","Sem Área","Concluído","","Configuração","Julianne Rodrigues","Julianne Rodrigues","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-017.md"
"D-2025-018","lenny-niemeyer","UMD-553","Ocultar “criar estampa” da conta","casa-cliente","30/09/2025","Concluída","Sim","CX Hub — ID: UMD-553","Operação","Sem Área","Concluído","","Suporte","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-018.md"
"D-2025-019","lenny-niemeyer","UMD-552","Ajustar Ficha de Cor e MP","casa-cliente","30/09/2025","Concluída","Sim","CX Hub — ID: UMD-552","","","Concluído","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-019.md"
"D-2025-020","lenny-niemeyer","UMD-570","Criar um template de impressão “Ficha técnica” piloto","casa-cliente","02/10/2025","Concluída","Sim","CX Hub — ID: UMD-570","Operação","Sem Área","Concluído","","Configuração","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-020.md"
"D-2025-021","lenny-niemeyer","UMD-723","Visualização de campos de aprovação de ESTAMPAS","casa-cliente","03/10/2025","Concluída","Sim","CX Hub — ID: UMD-723","","","Concluído","","Configuração","Julianne Rodrigues","Julianne Rodrigues","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-021.md"
"D-2025-022","lenny-niemeyer","UMD-643","Configurar aba de Comentários de Prova conforme desenho","casa-cliente","07/10/2025","Concluída","Sim","CX Hub — ID: UMD-643","Operação","Sem Área","Concluído","","Configuração","Vanessa Rinaldi","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-022.md"
"D-2025-023","lenny-niemeyer","UMD-661","Conferir as listas dos campos e hierarquias x admim","casa-cliente","13/10/2025","Concluída","Sim","CX Hub — ID: UMD-661","Operação","Sem Área","Concluído","","Integração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-023.md"
"D-2025-024","lenny-niemeyer","UMD-664","Ao empenhar pacotes, aparecem duplicados na lista de empenho","casa-cliente","14/10/2025","Concluída","Sim","CX Hub — ID: UMD-664","","","Concluído","","Suporte","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-024.md"
"D-2025-025","lenny-niemeyer","UMD-669","Ajustar backend empenho para integrar ficha técnica","casa-cliente","15/10/2025","Concluída","Sim","CX Hub — ID: UMD-669","Operação","Sem Área","Concluído","","Integração","Marina Santoro","Marina Santoro","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-025.md"
"D-2025-026","lenny-niemeyer","UMD-667","Ficha e aba aprovações estampa CORRIDA","casa-cliente","15/10/2025","Concluída","Sim","CX Hub — ID: UMD-667","Operação","Sem Área","Concluído","Alta","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-026.md"
"D-2025-027","lenny-niemeyer","UMD-729","Adicionar campo custom ‘PREÇO FECHADO’","casa-cliente","16/10/2025","Concluída","Sim","CX Hub — ID: UMD-729","","","Concluído","","Configuração","Pedro Murillo","Pedro Murillo, Julianne Rodrigues","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-027.md"
"D-2025-028","lenny-niemeyer","UMD-722","Aprovações e organização da estampa LOCALIZADA","casa-cliente","16/10/2025","Concluída","Sim","CX Hub — ID: UMD-722","Operação","Operação | KA","Concluído","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-028.md"
"D-2025-029","lenny-niemeyer","UMD-733","Alterar status quando duplicar um produto","casa-cliente","16/10/2025","Concluída","Sim","CX Hub — ID: UMD-733","Operação","Sem Área","Concluído","","Configuração","Pedro Murillo","Pedro Murillo, Julianne Rodrigues","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-029.md"
"D-2025-030","lenny-niemeyer","UMD-732","Tirar botão “excluir” para todos os perfis","casa-cliente","16/10/2025","Concluída","Sim","CX Hub — ID: UMD-732","","","Concluído","","Configuração","Pedro Murillo","Pedro Murillo, Julianne Rodrigues","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-030.md"
"D-2025-031","lenny-niemeyer","UMD-730","Criar uma categoria de imagem","casa-cliente","16/10/2025","Concluída","Sim","CX Hub — ID: UMD-730","","","Concluído","","Configuração","Pedro Murillo","Pedro Murillo, Julianne Rodrigues","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-031.md"
"D-2025-032","lenny-niemeyer","UMD-703","Botão pra salvar tabela original só quem for autorizada (tirar a permissão pra todo mundo)","casa-cliente","17/10/2025","Concluída","Sim","CX Hub — ID: UMD-703","Operação","Produto | Inovação","Concluído","","Melhoria","Julianne Rodrigues","Julianne Rodrigues","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-032.md"
"D-2025-033","lenny-niemeyer","UMD-688","Ações campos de integração","casa-cliente","17/10/2025","Concluída","Sim","CX Hub — ID: UMD-688","Operação","Sem Área","Concluído","","Integração","Marina Santoro","Marina Santoro","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-033.md"
"D-2025-034","lenny-niemeyer","UMD-719","Criar aba e campo de modelagem","casa-cliente","20/10/2025","Concluída","Sim","CX Hub — ID: UMD-719","","","Concluído","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-034.md"
"D-2025-035","lenny-niemeyer","UMD-702","Alerta quando mudar a gradação do produto","casa-cliente","20/10/2025","Concluída","Sim","CX Hub — ID: UMD-702","Operação","Sem Área","Backlog","","Configuração","Julianne Rodrigues","","Outra — valor legado do Notion: ""Aguardando momento oportuno""","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-035.md"
"D-2025-036","lenny-niemeyer","UMD-704","Medida do aviamento vir como cadastro do linx para inclusão na FT (empenho)","casa-cliente","20/10/2025","Concluída","Sim","CX Hub — ID: UMD-704","Operação","Sem Área","Concluído","","Suporte","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-036.md"
"D-2025-037","lenny-niemeyer","UMD-705","Criar pacotes de materiais (aviamentos unitários)","casa-cliente","20/10/2025","Concluída","Sim","CX Hub — ID: UMD-705","Operação","Operação | KA","Backlog","","Configuração","Julianne Rodrigues","","Outra — valor legado do Notion: ""Aguardando momento oportuno""","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-037.md"
"D-2025-038","lenny-niemeyer","UMD-725","Organizar cards de forma que o usuário priorize o que deseja na 1ª linha do workflow","casa-cliente","28/10/2025","Concluída","Sim","CX Hub — ID: UMD-725","Operação","Produto | Inovação","Concluído","","Melhoria","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-038.md"
"D-2025-039","lenny-niemeyer","UMD-775","Reordenar abas da ficha de produto","casa-cliente","04/11/2025","Concluída","Sim","CX Hub — ID: UMD-775","Operação","Operação | KA","Concluído","Média","Configuração","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-039.md"
"D-2025-040","lenny-niemeyer","UMD-776","Automatizar a descrição da cor em inglês","casa-cliente","04/11/2025","Concluída","Sim","CX Hub — ID: UMD-776","Tech","Suporte Tech","Cancelado","","Integração","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","Aguardando Cliente","RFI-2025-001","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-040.md"
"D-2025-041","lenny-niemeyer","UMD-773","O subgrupo das Calças não está sendo preenchido automaticamente como nos tops, maiôs e…","casa-cliente","04/11/2025","Concluída","Sim","CX Hub — ID: UMD-773","Operação","Sem Área","Concluído","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-041.md"
"D-2025-042","lenny-niemeyer","UMD-774","Automatizar o preenchimento do campo continuidade na ficha de produto","casa-cliente","04/11/2025","Concluída","Sim","CX Hub — ID: UMD-774","Operação","Sem Área","Concluído","","Suporte","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-042.md"
"D-2025-043","lenny-niemeyer","UMD-777","Criar template “CARTÃO DE MEDIDAS- lycra”","casa-cliente","06/11/2025","Concluída","Sim","CX Hub — ID: UMD-777","Operação","Operação | KA","Concluído","","Configuração","Julianne Rodrigues","Julianne Rodrigues, Pedro Murillo","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-043.md"
"D-2025-044","lenny-niemeyer","UMD-832","Erro ao deletar materiais.","casa-cliente","21/11/2025","Concluída","Sim","CX Hub — ID: UMD-832","Operação","Sem Área","Concluído","","Bug","Ana Paula Ramos","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-044.md"
"D-2025-045","lenny-niemeyer","UMD-830","Macroplan :  pré book do estilo","casa-cliente","21/11/2025","Concluída","Sim","CX Hub — ID: UMD-830","Operação","Sem Área","Backlog","","Configuração","Julianne Rodrigues","Julianne Rodrigues","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-045.md"
"D-2025-046","lenny-niemeyer","UMD-829","Configurar permissões entre perfis","casa-cliente","21/11/2025","Concluída","Sim","CX Hub — ID: UMD-829","Operação","Sem Área","Backlog","","Suporte","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-046.md"
"D-2025-047","lenny-niemeyer","UMD-874","Criar campo FAMÍLIA","casa-cliente","05/12/2025","Concluída","Sim","CX Hub — ID: UMD-874","","","Concluído","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-047.md"
"D-2025-048","lenny-niemeyer","UMD-875","Criar aba de Etiquetas nas fichas de estampas","casa-cliente","05/12/2025","Concluída","Sim","CX Hub — ID: UMD-875","Operação","Operação | KA","Concluído","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-048.md"
"D-2025-049","lenny-niemeyer","UMD-871","Liberar o botão salvar exibições na conta da Lenny","casa-cliente","05/12/2025","Concluída","Sim","CX Hub — ID: UMD-871","","","Concluído","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-049.md"
"D-2025-050","lenny-niemeyer","UMD-872","Ao gerar a referência do produto alterar o status para DESENVOLVIMENTO","casa-cliente","05/12/2025","Concluída","Sim","CX Hub — ID: UMD-872","","","Concluído","","Configuração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2025-050.md"
"D-2026-001","lenny-niemeyer","UMD-909","Erro integração campo gasto do empenho de materiais","casa-cliente","07/01/2026","Concluída","Sim","CX Hub — ID: UMD-909","Tech","Suporte Tech","Concluído","","Integração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-001.md"
"D-2026-002","lenny-niemeyer","UMD-967","Fila travada e materiais não integrados","casa-cliente","04/02/2026","Concluída","Sim","CX Hub — ID: UMD-967","Tech","Suporte Tech","Concluído","","Melhoria","Ana Paula Ramos","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-002.md"
"D-2026-003","lenny-niemeyer","UMD-966","Revisar lista campo status atual conforme a lista do Linx e travas","casa-cliente","04/02/2026","Concluída","Sim","CX Hub — ID: UMD-966","Operação","Sem Área","Backlog","","Suporte","Julianne Rodrigues","","Outra — valor legado do Notion: ""Aguardando momento oportuno""","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-003.md"
"D-2026-004","lenny-niemeyer","UMD-965","Criar campo descrição dos produtos em inglês + integrar","casa-cliente","04/02/2026","Concluída","Sim","CX Hub — ID: UMD-965","Tech","Suporte Tech","Cancelado","","Integração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-004.md"
"D-2026-005","lenny-niemeyer","UMD-1020","Auditoria Geral de Integração","casa-cliente","20/02/2026","Concluída","Sim","CX Hub — ID: UMD-1020","Tech","Suporte Tech","Análise","","Relatório","Marina Santoro","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-005.md"
"D-2026-006","lenny-niemeyer","UMD-1004","Empenho integrando errado","casa-cliente","20/02/2026","Concluída","Sim","CX Hub — ID: UMD-1004","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-006.md"
"D-2026-007","lenny-niemeyer","UMD-1001","Produto não integrou","casa-cliente","20/02/2026","Concluída","Sim","CX Hub — ID: UMD-1001","Tech","Suporte Tech","Concluído","","Bug","Ana Paula Ramos","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-007.md"
"D-2026-008","lenny-niemeyer","UMD-1023","Produto não atualizaram no Linx","casa-cliente","26/02/2026","Concluída","Sim","CX Hub — ID: UMD-1023","Tech","Suporte Tech","Concluído","","Integração","Marina Santoro","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-008.md"
"D-2026-009","lenny-niemeyer","UMD-1040","Produtos não integraram por ultrapassarem o limite de caracteres","casa-cliente","03/03/2026","Concluída","Sim","CX Hub — ID: UMD-1040","","","Concluído","","Integração","Ana Paula Ramos","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-009.md"
"D-2026-010","lenny-niemeyer","UMD-1060","Ajustes de conta","casa-cliente","05/03/2026","Concluída","Sim","CX Hub — ID: UMD-1060","Operação","Sem Área","Concluído","","","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-010.md"
"D-2026-011","lenny-niemeyer","UMD-1057","Erro integração produtos","casa-cliente","05/03/2026","Concluída","Sim","CX Hub — ID: UMD-1057","Tech","Suporte Tech","Concluído","","Integração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-011.md"
"D-2026-012","lenny-niemeyer","UMD-1098","Bloqueio para não aplicar a mesma MP com a mesma variante de MP nas variantes do produto","casa-cliente","13/03/2026","Concluída","Sim","CX Hub — ID: UMD-1098","","","Cancelado","","Integração","Marina Santoro","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-012.md"
"D-2026-013","lenny-niemeyer","UMD-1110","Incluir rota de custos através da uMode","casa-cliente","18/03/2026","Concluída","Sim","CX Hub — ID: UMD-1110","","","Cancelado","","Integração","Julianne Rodrigues","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-013.md"
"D-2026-014","lenny-niemeyer","UMD-1106","MPs com cor 0000 LENNY (PARA IMPORTAÇÃO)","casa-cliente","18/03/2026","Concluída","Sim","CX Hub — ID: UMD-1106","Operação","Sem Área","Concluído","","Suporte","Marina Santoro","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-014.md"
"D-2026-015","lenny-niemeyer","UMD-1105","Divergência em ficha técnica (consumos 0)","casa-cliente","18/03/2026","Concluída","Sim","CX Hub — ID: UMD-1105","","","Concluído","","Integração","Marina Santoro","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-015.md"
"D-2026-016","lenny-niemeyer","UMD-1115","Incluir na validação mp não pode ter cor 0000","casa-cliente","19/03/2026","Concluída","Sim","CX Hub — ID: UMD-1115","","","Cancelado","","Integração","Marina Santoro","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-016.md"
"D-2026-017","lenny-niemeyer","UMD-1117","Custo Fabricação não integrou","casa-cliente","20/03/2026","Concluída","Sim","CX Hub — ID: UMD-1117","Tech","Suporte Tech","Cancelado","","Integração","Ana Paula Ramos","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-017.md"
"D-2026-018","lenny-niemeyer","UMD-1130","Produtos que atualizaram os preços","casa-cliente","24/03/2026","Concluída","Sim","CX Hub — ID: UMD-1130","Operação","Sem Área","Concluído","","Integração","Marina Santoro","","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-018.md"
"D-2026-019","lenny-niemeyer","UMD-1161","Divergência na campo Rota de Operações","casa-cliente","07/04/2026","Concluída","Sim","CX Hub — ID: UMD-1161","","","Análise","","Configuração","Pedro Murillo","Pedro Murillo, Julianne Rodrigues","","","","uMode/_Clientes/Lenny Niemeyer/00_Institucional/_demandas/D-2026-019.md"
"D-2025-001","lofty-style","UMD-317","Hierarquia do Campo Categoria","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-317","Operação","Operação | KA","Backlog","","Configuração","Laura Delgado","Laura Delgado","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-001.md"
"D-2025-002","lofty-style","UMD-309","Campo Peso, incluir hint","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-309","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-002.md"
"D-2025-003","lofty-style","UMD-307","Nova Aba ""Estilo | Detalhes Produto"" para Ecommerce","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-307","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-003.md"
"D-2025-004","lofty-style","UMD-543","Criar Perfil dos usuários e Enviar convite","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-543","Operação","Sem Área","Concluído","","Configuração","Andrea Holmer","Laura Delgado, Andrea Holmer","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-004.md"
"D-2025-005","lofty-style","UMD-320","Campo Revenda","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-320","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado","Laura Delgado","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-005.md"
"D-2025-006","lofty-style","UMD-318","Hierarquia do Campo Tipo","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-318","Operação","Operação | KA","Backlog","","Configuração","Laura Delgado","Laura Delgado","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-006.md"
"D-2025-007","lofty-style","UMD-215","Deixar Campo Padrão nos Campos de Seleção: ""Status Atual"",","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-215","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-007.md"
"D-2025-008","lofty-style","UMD-211","Ajustar o Campo Referência para: Somente Leitura","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-211","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-008.md"
"D-2025-009","lofty-style","UMD-210","Alterar o Campo Coleção da Ficha para ""Coleção Linx""","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-210","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-009.md"
"D-2025-010","lofty-style","UMD-209","Alterar a Aba Chat - Depois de Arquivos","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-209","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-010.md"
"D-2025-011","lofty-style","UMD-212","Exibir Código uMode em dados gerais e também no mapa","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-212","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-011.md"
"D-2025-012","lofty-style","UMD-213","Travar edição do Campo Responsável","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-213","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-012.md"
"D-2025-013","lofty-style","UMD-214","Tipo de Produto é igual ao Grupo - Incluir hint","casa-cliente","29/08/2025","Concluída","Sim","CX Hub — ID: UMD-214","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-013.md"
"D-2025-014","lofty-style","UMD-308","Ficha de Impressão","casa-cliente","01/09/2025","Concluída","Sim","CX Hub — ID: UMD-308","Operação","Sem Área","Concluído","","Configuração","Laura Delgado Cardoso","Laura Delgado Cardoso","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-014.md"
"D-2025-015","lofty-style","UMD-319","Ajuste do Campo Modelista","casa-cliente","02/09/2025","Concluída","Sim","CX Hub — ID: UMD-319","Operação","Operação | KA","Concluído","","Suporte","Laura Delgado","Laura Delgado","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-015.md"
"D-2025-016","lofty-style","UMD-321","Incluir Campo “Piloteiro”","casa-cliente","02/09/2025","Concluída","Sim","CX Hub — ID: UMD-321","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado","Laura Delgado","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-016.md"
"D-2025-017","lofty-style","UMD-436","Limpar base de tecidos e aviamentos sem fornecedor","casa-cliente","- Data de Previsão de Entrega: vazio","Concluída","Sim","CX Hub — ID: UMD-436","Operação","Sem Área","Concluído","","Suporte","Victor Aragão","Laura Delgado, Andrea Holmer","Outra — valor legado do Notion: ""Aguardando Recurso Especial""","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-017.md"
"D-2025-018","lofty-style","UMD-518","Criar Campo MATERIAL_PRINCIPAL","casa-cliente","19/09/2025","Concluída","Sim","CX Hub — ID: UMD-518","Operação","Sem Área","Concluído","","Configuração","Laura Delgado","Laura Delgado, Andrea Holmer","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-018.md"
"D-2025-019","lofty-style","UMD-517","Definir categoria de imagem para integrar","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-517","Tech","Suporte Tech","Backlog","","Integração","Laura Delgado","Laura Delgado, Andrea Holmer","Aguardando Decisão","RFI-2025-002","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-019.md"
"D-2025-020","lofty-style","UMD-516","Campo Sexo na Ficha","casa-cliente","22/09/2025","Concluída","Sim","CX Hub — ID: UMD-516","Operação","Operação | KA","Concluído","","Configuração","Laura Delgado","Laura Delgado, Andrea Holmer","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-020.md"
"D-2025-021","lofty-style","UMD-561","Desejo de deixar o Campo “Peso” identificado com “Kg”","casa-cliente","01/10/2025","Concluída","Sim","CX Hub — ID: UMD-561","Operação","Produto | Inovação","Backlog","","Produto","Laura Delgado","Laura Delgado, Andrea Holmer","Aguardando Decisão","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-021.md"
"D-2025-022","lofty-style","UMD-654","Possibilidade de trazer a imagem do tecido e aviamento dentro do cadastro.","casa-cliente","08/10/2025","Concluída","Sim","CX Hub — ID: UMD-654","Tech","Suporte Tech","Backlog","","Integração","Laura Delgado","Laura Delgado, Andrea Holmer","Aguardando Decisão","RFI-2025-001","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-022.md"
"D-2025-023","lofty-style","UMD-653","Tecido não está vindo com o custo na integração","casa-cliente","- Data de Previsão de Entrega: vazio","Concluída","Sim","CX Hub — ID: UMD-653","Tech","Suporte Tech","Concluído","","Integração","Laura Delgado","Laura Delgado, Andrea Holmer","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-023.md"
"D-2025-024","lofty-style","UMD-668","Integração de Imagem (SMB)","casa-cliente","- Data de Previsão de Entrega: vazio","Concluída","Sim","CX Hub — ID: UMD-668","","","Cancelado","","Integração","Marina Santoro","Marina Santoro","","RFI-2025-002","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-024.md"
"D-2025-025","lofty-style","UMD-676","Ações campos de integração","casa-cliente","- Data de Previsão de Entrega: vazio","Concluída","Sim","CX Hub — ID: UMD-676","Operação","Sem Área","Concluído","","Integração","Marina Santoro","Marina Santoro","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-025.md"
"D-2025-026","lofty-style","UMD-727","Cadastrar Pacote de Materiais","casa-cliente","28/10/2025","Concluída","Sim","CX Hub — ID: UMD-727","Operação","Sem Área","Concluído","","Suporte","Laura Delgado","Laura Delgado, Andrea Holmer","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-026.md"
"D-2025-027","lofty-style","UMD-736","Importar Cadastro de Produtos","casa-cliente","30/10/2025","Concluída","Sim","CX Hub — ID: UMD-736","Operação","Sem Área","Concluído","","Suporte","Laura Delgado","Laura Delgado, Andrea Holmer","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-027.md"
"D-2025-028","lofty-style","UMD-794","Configurar a Aprovação na Ficha Técnica","casa-cliente","04/11/2025","Concluída","Sim","CX Hub — ID: UMD-794","Operação","Sem Área","Concluído","","Configuração","Laura Delgado","","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-028.md"
"D-2025-029","lofty-style","UMD-778","Criar aba para PCP/Compras","casa-cliente","04/11/2025","Concluída","Sim","CX Hub — ID: UMD-778","Operação","Sem Área","Concluído","","Configuração","Andrea Holmer","Laura Delgado, Andrea Holmer","","RFI-2025-001","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-029.md"
"D-2025-030","lofty-style","UMD-756","Incluir trava/bloqueio da grade quando produto tem código Linx","casa-cliente","04/11/2025","Concluída","Sim","CX Hub — ID: UMD-756","","","Concluído","","Configuração","Marina Santoro","","","","","uMode/_Clientes/Lofty Style/00_Institucional/_demandas/D-2025-030.md"
